id,source_id,source,feed_url,categoria_base,pais,idioma,peso_fonte,title,link,summary,published_at,collected_at,mes_noticia,ano_noticia,text,topics,matched,priority,setor,confianca_setor,recency_score,ranking_score
b2fdce7faafd22c3cdc4560b6ad6e0415b5138bcf19535e00dd26335c203082a,techcrunch,TechCrunch,https://techcrunch.com/feed/,inovacao,GLOBAL,en-US,0.8,"AI law startup Norm raises $120M, hits unicorn valuation",https://techcrunch.com/2026/07/07/ai-law-startup-norm-raises-120m-hits-unicorn-valuation/,"AI law startup Norm has raised a $120 million Series C round led by Khosla Ventures, valuing the startup at $1.2 billion.",2026-07-07 14:35:42+00:00,2026-07-07 17:27:49.453962+00:00,2026-07,2026.0,"AI law startup Norm raises $120M, hits unicorn valuation AI law startup Norm has raised a $120 million Series C round led by Khosla Ventures, valuing the startup at $1.2 billion.","[{'topic': 'Empreendedorismo', 'priority': 5, 'keywords': ['startup']}]",True,5.0,serviço,0.6740465079413472,0.9960138749166667,0.9012582906785522
292e84068ec0c63691932f1fb518ed1118c6732cfc2c956d1c1790011eff430f,canal_rural,Canal Rural,https://www.canalrural.com.br/feed/,agronegocio,BR,pt-BR,0.9,"Exportações de café do Brasil crescem 26,3% em junho de 2026",https://www.canalrural.com.br/videos/exportacoes-de-cafe-do-brasil-crescem-263-em-junho-de-2026/,"Café brasileiro alcança 2,9 milhões de sacas em junho, superando US$ 1 bilhão em receita cambial O post Exportações de café do Brasil crescem 26,3% em junho de 2026 apareceu primeiro em Canal Rural.",2026-07-07 16:06:34+00:00,2026-07-07 17:25:16.254591+00:00,2026-07,2026.0,"Exportações de café do Brasil crescem 26,3% em junho de 2026 Café brasileiro alcança 2,9 milhões de sacas em junho, superando US$ 1 bilhão em receita cambial O post Exportações de café do Brasil crescem 26,3% em junho de 2026 apareceu primeiro em Canal Rural.","[{'topic': 'Agronegócio', 'priority': 5, 'keywords': ['café']}, {'topic': 'Mercado Financeiro', 'priority': 3, 'keywords': ['ações', 'lca']}]",True,5.0,agronegócio,0.5269938391709659,0.9981172699783951,0.8553793849753545
93e1a1cf1003117150d03241f6cf915e869428619d33890f2271d9d9e8744674,canal_rural,Canal Rural,https://www.canalrural.com.br/feed/,agronegocio,BR,pt-BR,0.9,Nova onda de frio e geadas impactam safra de trigo no Brasil,https://www.canalrural.com.br/videos/nova-onda-de-frio-e-geadas-impactam-safra-de-trigo-no-brasil/,"Geadas e clima frio afetam o plantio de trigo e café no Brasil, com previsão de chuvas e desafios para os produtores rurais O post Nova onda de frio e geadas impactam safra de trigo no Brasil apareceu primeiro em Canal Rural.",2026-07-07 15:15:24+00:00,2026-07-07 17:25:16.254763+00:00,2026-07,2026.0,"Nova onda de frio e geadas impactam safra de trigo no Brasil Geadas e clima frio afetam o plantio de trigo e café no Brasil, com previsão de chuvas e desafios para os produtores rurais O post Nova onda de frio e geadas impactam safra de trigo no Brasil apareceu primeiro em Canal Rural.","[{'topic': 'Agronegócio', 'priority': 5, 'keywords': ['trigo', 'café', 'safra', 'plantio', 'clima']}]",True,5.0,agronegócio,0.5144269695931144,0.9969328563981481,0.8463931514213248
bf7fa81bc25e2a843aee3e910a1de69b4df0fc884737c176baed8709deb5b5a9,canal_rural,Canal Rural,https://www.canalrural.com.br/feed/,agronegocio,BR,pt-BR,0.9,"Trigo deve manter preços firmes com safra reduzida em 20%, diz StoneX",https://www.canalrural.com.br/videos/trigo-deve-manter-precos-firmes-com-safra-reduzida-em-20-diz-stonex/,"Produção de trigo no Brasil deve cair 20% em 2023, mas preços permanecem estáveis devido a fatores climáticos e de qualidade O post Trigo deve manter preços firmes com safra reduzida em 20%, diz StoneX apareceu primeiro em Canal Rural.",2026-07-07 15:15:35+00:00,2026-07-07 17:25:16.254742+00:00,2026-07,2026.0,"Trigo deve manter preços firmes com safra reduzida em 20%, diz StoneX Produção de trigo no Brasil deve cair 20% em 2023, mas preços permanecem estáveis devido a fatores climáticos e de qualidade O post Trigo deve manter preços firmes com safra reduzida em 20%, diz StoneX apareceu primeiro em Canal Rural.","[{'topic': 'Agronegócio', 'priority': 5, 'keywords': ['trigo', 'safra']}]",True,5.0,agronegócio,0.4969393808036974,0.9969371002253086,0.8347155977440263
cc06438d5b2e5a3666fed00fa655275ecfb363cbff9cfb6cc4b6eea115e18afa,canal_rural,Canal Rural,https://www.canalrural.com.br/feed/,agronegocio,BR,pt-BR,0.9,Doença fúngica preocupa produtores de milho em Mato Grosso,https://www.canalrural.com.br/videos/doenca-fungica-preocupa-produtores-de-milho-em-mato-grosso/,Produtores enfrentam perdas de até 45% na colheita devido a doença fúngica ainda em investigação em Mato Grosso O post Doença fúngica preocupa produtores de milho em Mato Grosso apareceu primeiro em Canal Rural.,2026-07-07 15:15:11+00:00,2026-07-07 17:25:16.254783+00:00,2026-07,2026.0,Doença fúngica preocupa produtores de milho em Mato Grosso Produtores enfrentam perdas de até 45% na colheita devido a doença fúngica ainda em investigação em Mato Grosso O post Doença fúngica preocupa produtores de milho em Mato Grosso apareceu primeiro em Canal Rural.,"[{'topic': 'Agronegócio', 'priority': 5, 'keywords': ['milho', 'colheita']}]",True,5.0,agronegócio,0.4921115346785653,0.9969278409660495,0.8314865211602286
67743fbc9d7f64be8612ab3d01872ad2d45b99bbf1c383378e9dc591724814f3,canal_rural,Canal Rural,https://www.canalrural.com.br/feed/,agronegocio,BR,pt-BR,0.9,USDA informa venda de 105 mil toneladas de farelo de soja à Colômbia,https://www.canalrural.com.br/economia/usda-informa-venda-de-105-mil-toneladas-de-farelo-de-soja-a-colombia/,Carga foi negociada por exportadores dos Estados Unidos para entrega no ano comercial 2025/26. O post USDA informa venda de 105 mil toneladas de farelo de soja à Colômbia apareceu primeiro em Canal Rural.,2026-07-07 16:02:06+00:00,2026-07-07 17:25:16.254623+00:00,2026-07,2026.0,USDA informa venda de 105 mil toneladas de farelo de soja à Colômbia Carga foi negociada por exportadores dos Estados Unidos para entrega no ano comercial 2025/26. O post USDA informa venda de 105 mil toneladas de farelo de soja à Colômbia apareceu primeiro em Canal Rural.,"[{'topic': 'Agronegócio', 'priority': 5, 'keywords': ['soja']}, {'topic': 'Comércio Exterior', 'priority': 4, 'keywords': ['estados unidos']}]",True,5.0,agronegócio,0.4272511870987161,0.9980138749166667,0.7887111073951233
e01768e716bc83e3b5c500ae8fe321cee1bcb3fdd604a150629f7cb8cb9136d1,sebrae_noticias_go,Agencia de Notícias Sebrae/GO,https://go.agenciasebrae.com.br/feed/,serviços,BR,pt-BR,0.98,Quatro empresas goianas estão no Top 100 do Prêmio Sebrae Startups 2026,https://go.agenciasebrae.com.br/inovacao-e-tecnologia/quatro-empresas-goianas-estao-no-top-100-do-premio-sebrae-startups-2026/,"O Sebrae Nacional divulgou a lista das mil startups do Prêmio Sebrae Startups 2026, com a classificação de 24 startups goianas. Dessas, quatro foram classificadas pelo júri especializado entre as Top 100 na segunda fase de seleção e seguem para a disputa da próxima etapa, das Top 30, de finalistas por categoria, que serão divulgadas […]",2026-07-06 22:58:51+00:00,2026-07-07 17:25:20.585226+00:00,2026-07,2026.0,"Quatro empresas goianas estão no Top 100 do Prêmio Sebrae Startups 2026 O Sebrae Nacional divulgou a lista das mil startups do Prêmio Sebrae Startups 2026, com a classificação de 24 startups goianas. Dessas, quatro foram classificadas pelo júri especializado entre as Top 100 na segunda fase de seleção e seguem para a disputa da próxima etapa, das Top 30, de finalistas por categoria, que serão divulgadas […]","[{'topic': 'Empreendedorismo', 'priority': 5, 'keywords': ['startup']}]",True,5.0,serviço,0.3532736205058783,0.974327532324074,0.7684688098776595
8f209e6ba5a70ea58da9dd2b61133fe4130296f9ccc3674c3cf536c0bdc0e33a,wired,Wired,https://www.wired.com/feed/rss,tecnologia,GLOBAL,en-US,0.65,British Space Startup Launches Longevity Lab Into Orbit,https://www.wired.com/story/british-space-startup-launches-longevity-lab-into-orbit/,The lab will beam back data to train AI models to predict how proteins behind age-related diseases like Alzheimer’s and certain cancers behave.,2026-07-07 09:57:12+00:00,2026-07-07 17:27:49.817668+00:00,2026-07,2026.0,British Space Startup Launches Longevity Lab Into Orbit The lab will beam back data to train AI models to predict how proteins behind age-related diseases like Alzheimer’s and certain cancers behave.,"[{'topic': 'Empreendedorismo', 'priority': 5, 'keywords': ['startup']}]",True,5.0,serviço,0.5910943536086419,0.9895671156574074,0.7657049797976281
29ae55d9479f29ff4054cab464e34f5d8a0a73135992941d24e1aebe7717ccb1,sebrae_noticias_mg,Agencia de Notícias Sebrae/MG,https://mg.agenciasebrae.com.br/feed/,serviços,BR,pt-BR,0.98,"Varejo+ Experience leva inovação, inteligência artificial e tendências do mercado a Alfenas",https://mg.agenciasebrae.com.br/cultura-empreendedora/varejo-experience-leva-inovacao-inteligencia-artificial-e-tendencias-do-mercado-a-alfenas/,Iniciativa prepara empreendedores para as novas demandas do mercado e para o futuro do varejo,2026-07-06 19:27:31+00:00,2026-07-07 17:25:22.121643+00:00,2026-07,2026.0,"Varejo+ Experience leva inovação, inteligência artificial e tendências do mercado a Alfenas Iniciativa prepara empreendedores para as novas demandas do mercado e para o futuro do varejo","[{'topic': 'Empreendedorismo', 'priority': 5, 'keywords': ['empreendedor', 'inovação']}, {'topic': 'Tecnologia', 'priority': 2, 'keywords': ['inteligência artificial']}]",True,5.0,serviço,0.35155086493701576,0.969435557015432,0.7648688460945771
f3bf70180b4208f187744394d9287d37cba37bfe715147d363ed4808f1e9e2c1,sebrae_noticias_df,Agencia de Notícias Sebrae/DF,https://df.agenciasebrae.com.br/feed/,serviços,BR,pt-BR,0.98,Café com Negócios & Conexões chega à 30ª edição e mobiliza ecossistema de inovação com conteúdos sobre IA,https://df.agenciasebrae.com.br/inovacao-e-tecnologia/cafe-com-negocios-conexoes-chega-a-30a-edicao-e-mobiliza-ecossistema-de-inovacao-com-conteudos-sobre-ia/,"Ao longo dos anos, a Inteligência Artificial (IA) deixou de ser curiosidade para se tornar ferramenta cotidiana. São inúmeras as plataformas e aplicativos que oferecem serviços personalizados e tornam processos mais eficientes tanto para empresas quanto para o dia a dia das pessoas ao redor do mundo. Ao mesmo tempo, surgem dúvidas sobre privacidade, emprego, […]",2026-07-07 13:10:12+00:00,2026-07-07 17:25:20.251494+00:00,2026-07,2026.0,"Café com Negócios & Conexões chega à 30ª edição e mobiliza ecossistema de inovação com conteúdos sobre IA Ao longo dos anos, a Inteligência Artificial (IA) deixou de ser curiosidade para se tornar ferramenta cotidiana. São inúmeras as plataformas e aplicativos que oferecem serviços personalizados e tornam processos mais eficientes tanto para empresas quanto para o dia a dia das pessoas ao redor do mundo. Ao mesmo tempo, surgem dúvidas sobre privacidade, emprego, […]","[{'topic': 'Empreendedorismo', 'priority': 5, 'keywords': ['negócios', 'inovação']}, {'topic': 'Agronegócio', 'priority': 5, 'keywords': ['café']}, {'topic': 'Tecnologia', 'priority': 2, 'keywords': ['inteligência artificial']}]",True,5.0,serviço,0.312469700081272,0.99403470825,0.7510837154322855
